year,n,mean,ci_lo,ci_hi,metric,variant
2008,86,0.0336289832427664,0.02827126970212393,0.03951759111149173,lyric_joy,unweighted_all
2009,87,0.027019613346095057,0.022851254328395975,0.031854708323106974,lyric_joy,unweighted_all
2010,91,0.026410040682623998,0.021405884504336618,0.031725507757553194,lyric_joy,unweighted_all
2011,105,0.030760213668819366,0.026053996664575824,0.035484368754916173,lyric_joy,unweighted_all
2012,77,0.03315942702587958,0.027402412714647714,0.03920281244911921,lyric_joy,unweighted_all
2013,94,0.03138938659333561,0.025220142022177382,0.03809137092884338,lyric_joy,unweighted_all
2014,81,0.030900096999154435,0.025826277978633388,0.03608381304334488,lyric_joy,unweighted_all
2015,98,0.03422141582788231,0.02893865180447777,0.040131309467243706,lyric_joy,unweighted_all
2016,92,0.027816988965447792,0.02305580977136216,0.033136650820046604,lyric_joy,unweighted_all
2017,80,0.023730709641914878,0.019711481874714932,0.0283492640986135,lyric_joy,unweighted_all
2018,122,0.025037611843661337,0.021493167997911712,0.029012033975639936,lyric_joy,unweighted_all
2019,109,0.025370014275484486,0.021084658648440353,0.030108805169854046,lyric_joy,unweighted_all
2020,143,0.02057302905815969,0.018325592421741782,0.022714993551114216,lyric_joy,unweighted_all
2021,125,0.021115446521036328,0.018123083771667062,0.02461301078965317,lyric_joy,unweighted_all
2022,136,0.02369110463929333,0.020300249036687507,0.02736361358533775,lyric_joy,unweighted_all
2023,132,0.021748658076354333,0.01862904467734301,0.024945756592860236,lyric_joy,unweighted_all
2024,131,0.02421585142467782,0.021117365900239948,0.027425232576787535,lyric_joy,unweighted_all
2025,134,0.02655592775497416,0.02294444793287067,0.030729630557672267,lyric_joy,unweighted_all
2026,91,0.026428326178403412,0.021995013457971852,0.03149451419472193,lyric_joy,unweighted_all
1958,49,0.04540191579865078,0.03048762611156825,0.06518852840082881,lyric_joy,weighted_complete_case
1959,32,0.05061610924498364,0.03772494703057155,0.06418794779046695,lyric_joy,weighted_complete_case
1960,58,0.05549736035616111,0.04558134940371297,0.06658757983128352,lyric_joy,weighted_complete_case
1961,38,0.0376618727206358,0.030118646071098307,0.045770866497951875,lyric_joy,weighted_complete_case
1962,37,0.046281093903614824,0.03551139522329275,0.05713151227670925,lyric_joy,weighted_complete_case
1963,47,0.049472632459557006,0.03980781594631968,0.0603644382276963,lyric_joy,weighted_complete_case
1964,52,0.07339071257780466,0.05150944483920178,0.09725326672996827,lyric_joy,weighted_complete_case
1965,41,0.060068668572914034,0.047829865787206015,0.07202419695435182,lyric_joy,weighted_complete_case
1966,45,0.04558810120672106,0.033937458369276995,0.0594554572525337,lyric_joy,weighted_complete_case
1967,47,0.05998440914303446,0.04467166286642796,0.07630660686548528,lyric_joy,weighted_complete_case
1968,48,0.049627891846504006,0.038073861726444454,0.0626718158561496,lyric_joy,weighted_complete_case
1969,42,0.0508802520768918,0.03826580299615262,0.06498092443168423,lyric_joy,weighted_complete_case
1970,53,0.043903545019602606,0.03378854526270224,0.05617789997941565,lyric_joy,weighted_complete_case
1971,46,0.04491882515657126,0.03638366690449164,0.05399713819973363,lyric_joy,weighted_complete_case
1972,46,0.04565076757838527,0.0331498955652474,0.05925571422583725,lyric_joy,weighted_complete_case
1973,44,0.04251705213155046,0.03098880211056648,0.05522507644204602,lyric_joy,weighted_complete_case
1974,40,0.06302804880148652,0.04775495832901379,0.08234899073955917,lyric_joy,weighted_complete_case
1975,32,0.04074372588959462,0.028767499385772423,0.05419926074476531,lyric_joy,weighted_complete_case
1976,29,0.03515088658826753,0.025075602225358932,0.04766092670989799,lyric_joy,weighted_complete_case
1977,52,0.05891401970060012,0.04110733480949685,0.07994513131081504,lyric_joy,weighted_complete_case
1978,41,0.05194641726508068,0.037778856973401005,0.06743073036702223,lyric_joy,weighted_complete_case
1979,44,0.0669665122101336,0.05160776621600975,0.08413806366665036,lyric_joy,weighted_complete_case
1980,42,0.03964010571184584,0.02722380586011198,0.05495589630022412,lyric_joy,weighted_complete_case
1981,37,0.03616836980098329,0.02609586293517022,0.047931709796514545,lyric_joy,weighted_complete_case
1982,44,0.04023115242791495,0.03143327593257961,0.05098239215037076,lyric_joy,weighted_complete_case
1983,38,0.03331825098839257,0.022799500519362675,0.047823515828658375,lyric_joy,weighted_complete_case
1984,41,0.03172918833722328,0.021829345257269837,0.041383896999927144,lyric_joy,weighted_complete_case
1985,42,0.04778091810410717,0.035398554502498604,0.06468959643026301,lyric_joy,weighted_complete_case
1986,36,0.04584893901246542,0.03363381957098013,0.060479501514987974,lyric_joy,weighted_complete_case
1987,42,0.0393279211518074,0.031476593940341004,0.04685836773575964,lyric_joy,weighted_complete_case
1988,41,0.053965521239940514,0.041517960893056295,0.06727033660191765,lyric_joy,weighted_complete_case
1989,34,0.03483157322748119,0.02562740751279334,0.044564708643421706,lyric_joy,weighted_complete_case
1990,51,0.04430786942476728,0.0354757021578446,0.05486060898702748,lyric_joy,weighted_complete_case
1991,36,0.04520704851237451,0.031000589577061827,0.06419602575768892,lyric_joy,weighted_complete_case
1992,38,0.04765228552827565,0.03257391620918616,0.06491768251072927,lyric_joy,weighted_complete_case
1993,53,0.0463311679783425,0.03646341096861065,0.056676520246562175,lyric_joy,weighted_complete_case
1994,57,0.04625576346902688,0.03538748836529466,0.05786181008234641,lyric_joy,weighted_complete_case
1995,53,0.04866241495497485,0.036923048566780914,0.061698800471033675,lyric_joy,weighted_complete_case
1996,50,0.03376974004448694,0.024998160030057025,0.04330350293657467,lyric_joy,weighted_complete_case
1997,55,0.033957227344832724,0.027021421633108552,0.0418348212001543,lyric_joy,weighted_complete_case
1998,45,0.04622753629715837,0.03269503794129427,0.06146873500389001,lyric_joy,weighted_complete_case
1999,49,0.03274504494931722,0.024186463820377306,0.042629309057766705,lyric_joy,weighted_complete_case
2000,57,0.04067542529098911,0.03041280146666121,0.05098718256307249,lyric_joy,weighted_complete_case
2001,49,0.030492015833806917,0.021328782660999256,0.04067250064169146,lyric_joy,weighted_complete_case
2002,43,0.03335317401954397,0.020703617119822743,0.049193011769184385,lyric_joy,weighted_complete_case
2003,52,0.031641796346545126,0.023607650468018295,0.04031372323417227,lyric_joy,weighted_complete_case
2004,46,0.0238894111900408,0.01743310583674975,0.0309465104627871,lyric_joy,weighted_complete_case
2005,47,0.02988429624973577,0.020694260324338194,0.041996708417038134,lyric_joy,weighted_complete_case
2006,43,0.02038138374274859,0.016236437955626976,0.025226120761586104,lyric_joy,weighted_complete_case
2007,44,0.029694762788585932,0.022160690677101347,0.03829860818690318,lyric_joy,weighted_complete_case
2008,46,0.029034664891069525,0.021234245532504872,0.03920284484184837,lyric_joy,weighted_complete_case
2009,50,0.03129015045625021,0.019466557306067462,0.045339623536281924,lyric_joy,weighted_complete_case
2010,43,0.03136826404048438,0.02009058889746707,0.04364737775434379,lyric_joy,weighted_complete_case
2011,48,0.03085494966033403,0.024348849853411934,0.03741124344778986,lyric_joy,weighted_complete_case
2012,60,0.03551814817796439,0.02456618734853596,0.048602970409656,lyric_joy,weighted_complete_case
2013,53,0.02824501140291511,0.021088101881033747,0.03614950754159792,lyric_joy,weighted_complete_case
2014,54,0.028090991003431785,0.021867852403271736,0.03468977621923386,lyric_joy,weighted_complete_case
2015,55,0.039158733823267344,0.031804198595635956,0.04575307664195915,lyric_joy,weighted_complete_case
2016,45,0.03253016938850509,0.020047972627965222,0.04788397792048076,lyric_joy,weighted_complete_case
2017,36,0.025395783610748714,0.017589554675369934,0.03528821942178498,lyric_joy,weighted_complete_case
2018,48,0.02817630859270838,0.020636386666441776,0.037882655609272446,lyric_joy,weighted_complete_case
2019,43,0.02712069853379888,0.020991550633437134,0.034018178220734684,lyric_joy,weighted_complete_case
2020,50,0.019345260120637676,0.01604068676845702,0.0237422740956017,lyric_joy,weighted_complete_case
2021,47,0.021438946986631367,0.01683625466443662,0.02701602055446708,lyric_joy,weighted_complete_case
2022,48,0.02715240118516535,0.019550513421862117,0.03726868374789261,lyric_joy,weighted_complete_case
2023,50,0.02969352632867628,0.02021064626399924,0.04244972037004401,lyric_joy,weighted_complete_case
2024,50,0.030937402012684617,0.021930584239958157,0.0427051117422714,lyric_joy,weighted_complete_case
2025,56,0.022528766182293155,0.017196749686780692,0.028059735663226625,lyric_joy,weighted_complete_case
2026,52,0.02737624752335314,0.01950369604429861,0.03624716392227801,lyric_joy,weighted_complete_case
1958,49,0.0580306907700572,0.044549273807067497,0.07172406535757639,lyric_joy,unweighted_complete_case
1959,32,0.053579508644375946,0.041369782577927665,0.0670955041638649,lyric_joy,unweighted_complete_case
1960,58,0.05685259485505611,0.04702559392159397,0.06768393782963662,lyric_joy,unweighted_complete_case
1961,38,0.03904745271104101,0.031102255079449585,0.047177856279195074,lyric_joy,unweighted_complete_case
1962,37,0.04794756010921489,0.03840681296015449,0.05754274550126814,lyric_joy,unweighted_complete_case
1963,47,0.04941954069737716,0.03979710761447283,0.06011793541241425,lyric_joy,unweighted_complete_case
1964,52,0.06985831845497666,0.050397893682001746,0.09352859872866405,lyric_joy,unweighted_complete_case
1965,41,0.056895955894082556,0.04647011853016772,0.06824546170645228,lyric_joy,unweighted_complete_case
1966,45,0.045965280996855123,0.03487948554862865,0.058051508450301284,lyric_joy,unweighted_complete_case
1967,47,0.055277351116341064,0.042772648569709956,0.07005777649485015,lyric_joy,unweighted_complete_case
1968,48,0.048305207844810426,0.037931776221358605,0.059965580965604365,lyric_joy,unweighted_complete_case
1969,42,0.04826312414703048,0.03560752239146474,0.0622954535254002,lyric_joy,unweighted_complete_case
1970,53,0.044670728452346306,0.034151345178922536,0.05615873054680192,lyric_joy,unweighted_complete_case
1971,46,0.045211103509822215,0.037355884348714286,0.054969447700520584,lyric_joy,unweighted_complete_case
1972,46,0.043595130900795906,0.031774071276124145,0.056930770150670454,lyric_joy,unweighted_complete_case
1973,44,0.0415901774600849,0.030736265971439768,0.052467590936065435,lyric_joy,unweighted_complete_case
1974,40,0.06155662821717547,0.045693551974788554,0.08128344106151043,lyric_joy,unweighted_complete_case
1975,32,0.0425238285759307,0.030442262529571214,0.05498829589531482,lyric_joy,unweighted_complete_case
1976,29,0.04148161364217659,0.027840376677285547,0.060106056220193604,lyric_joy,unweighted_complete_case
1977,52,0.058766261561003626,0.04414415734035477,0.07555889454797814,lyric_joy,unweighted_complete_case
1978,41,0.048779942325060964,0.037268060552735766,0.06205378488291599,lyric_joy,unweighted_complete_case
1979,44,0.06457871574097512,0.050640961220152304,0.08066751253350195,lyric_joy,unweighted_complete_case
1980,42,0.04266579392322653,0.032714638972428704,0.05334792205030091,lyric_joy,unweighted_complete_case
1981,37,0.03637106524542785,0.02726907766726253,0.04540608775871707,lyric_joy,unweighted_complete_case
1982,44,0.041051341823725225,0.03245425823826142,0.05003101565181516,lyric_joy,unweighted_complete_case
1983,38,0.035720153537783246,0.024795407342563674,0.04889594365361843,lyric_joy,unweighted_complete_case
1984,41,0.029268752039973905,0.020668490067787863,0.03877523914998148,lyric_joy,unweighted_complete_case
1985,42,0.043263267842612925,0.033043984414549,0.05483129844362784,lyric_joy,unweighted_complete_case
1986,36,0.04824736794678849,0.036776410900120994,0.06295958298067254,lyric_joy,unweighted_complete_case
1987,42,0.03771473917814726,0.03026356424593721,0.04524938118407456,lyric_joy,unweighted_complete_case
1988,41,0.04920957161629209,0.03863857669922601,0.05998745452092666,lyric_joy,unweighted_complete_case
1989,34,0.03647850530354271,0.02812314061859368,0.046498959567674,lyric_joy,unweighted_complete_case
1990,51,0.0411679809908236,0.033117007522627535,0.049657066223873475,lyric_joy,unweighted_complete_case
1991,36,0.04300796432077869,0.0316147779679787,0.056559017264079324,lyric_joy,unweighted_complete_case
1992,38,0.04523201569100626,0.032829973323559525,0.056990294668572444,lyric_joy,unweighted_complete_case
1993,53,0.04408424543646452,0.03526350200753365,0.05327480024160157,lyric_joy,unweighted_complete_case
1994,57,0.04252194840637033,0.032739920293650214,0.05278020090993239,lyric_joy,unweighted_complete_case
1995,53,0.04818458472722881,0.03554432376371953,0.06112860929638152,lyric_joy,unweighted_complete_case
1996,50,0.03553905803797675,0.02644389183602294,0.046927143461337584,lyric_joy,unweighted_complete_case
1997,55,0.034088016066217565,0.028655265075648084,0.03996431675677026,lyric_joy,unweighted_complete_case
1998,45,0.0402442674159667,0.03144128971211024,0.049382294628007736,lyric_joy,unweighted_complete_case
1999,49,0.03278482863143039,0.0249270146658943,0.04097540438175052,lyric_joy,unweighted_complete_case
2000,57,0.03776851856768673,0.029134008006401587,0.048226824214484626,lyric_joy,unweighted_complete_case
2001,49,0.031942783474317955,0.02538927352654579,0.039577145356117435,lyric_joy,unweighted_complete_case
2002,43,0.0341999485727883,0.022442207478249376,0.04849774101543216,lyric_joy,unweighted_complete_case
2003,52,0.030486508729599522,0.024444915568228105,0.03688308288065813,lyric_joy,unweighted_complete_case
2004,46,0.029763683082283065,0.02199643606106456,0.0378169048806793,lyric_joy,unweighted_complete_case
2005,47,0.030814404549645322,0.02299088721709695,0.04118208191741266,lyric_joy,unweighted_complete_case
2006,43,0.022041942314884926,0.017495707135647867,0.027094677739494682,lyric_joy,unweighted_complete_case
2007,44,0.031223025753537637,0.02514020987897015,0.03799934290796976,lyric_joy,unweighted_complete_case
2008,46,0.033705531437436764,0.02570260683042274,0.04380900943329667,lyric_joy,unweighted_complete_case
2009,50,0.02759157108739547,0.01993425235232533,0.03572185237673867,lyric_joy,unweighted_complete_case
2010,43,0.0281753710259223,0.02089991654819453,0.03633111649297719,lyric_joy,unweighted_complete_case
2011,48,0.02805457274327405,0.023046328119954374,0.0334495211674273,lyric_joy,unweighted_complete_case
2012,60,0.03716817739103125,0.030174161786754316,0.045147669050505754,lyric_joy,unweighted_complete_case
2013,53,0.03134460818163785,0.02294230399052308,0.040880242873371775,lyric_joy,unweighted_complete_case
2014,54,0.0305058826725366,0.024587114389600158,0.03706932916944584,lyric_joy,unweighted_complete_case
2015,55,0.0377955620063142,0.03025703365544279,0.04696384626882256,lyric_joy,unweighted_complete_case
2016,45,0.025909511372815223,0.020429358981858214,0.032850051735266436,lyric_joy,unweighted_complete_case
2017,36,0.025848784258197654,0.019634673005097233,0.03314532145007262,lyric_joy,unweighted_complete_case
2018,48,0.030036244936224185,0.023609264964898093,0.037423374904808536,lyric_joy,unweighted_complete_case
2019,43,0.02407234387206607,0.018318874388929936,0.03171760261919876,lyric_joy,unweighted_complete_case
2020,50,0.02154478251491788,0.017991694202583623,0.025374781514826,lyric_joy,unweighted_complete_case
2021,47,0.02192113588121352,0.018411923008645473,0.026041076292743544,lyric_joy,unweighted_complete_case
2022,48,0.02818242991555009,0.021515222973249107,0.036340352143038906,lyric_joy,unweighted_complete_case
2023,50,0.02775325358212456,0.022116670954567194,0.033738562435885605,lyric_joy,unweighted_complete_case
2024,50,0.028918621991689878,0.023201556313242833,0.0351348107943253,lyric_joy,unweighted_complete_case
2025,56,0.021977948515570018,0.018121397502248664,0.0260380707834812,lyric_joy,unweighted_complete_case
2026,52,0.0246868677795316,0.01895700015994141,0.030884991772961667,lyric_joy,unweighted_complete_case
1958,51,1.2956922422234542,1.0115033316625668,1.608731134026701,vader_valence,weighted_all
1959,59,1.0436867024474994,0.7597220489911595,1.33503840849658,vader_valence,weighted_all
1960,91,1.000314595631624,0.761487241136914,1.219299106647954,vader_valence,weighted_all
1961,80,0.7587858533962635,0.4275741790487645,1.0422758861256,vader_valence,weighted_all
1962,72,0.8369154329797831,0.5330561336327967,1.1178611236562601,vader_valence,weighted_all
1963,87,1.0413524993778427,0.7848428587983755,1.3252944519355987,vader_valence,weighted_all
1964,115,0.9519545272095629,0.7456812669470743,1.1542462152755257,vader_valence,weighted_all
1965,105,1.1061472969071682,0.8774204901900987,1.30294885444159,vader_valence,weighted_all
1966,111,0.6873110250151473,0.4892772191167583,0.8806730796745599,vader_valence,weighted_all
1967,99,0.745689099665882,0.4853296089174895,0.9979062564144269,vader_valence,weighted_all
1968,110,0.909248604437789,0.7717574039767189,1.0690556981092398,vader_valence,weighted_all
1969,87,0.9676660375504361,0.729286214071872,1.1788012089535012,vader_valence,weighted_all
1970,103,0.9274863253549787,0.7207269007956706,1.1219148600722955,vader_valence,weighted_all
1971,95,0.7961823381017827,0.5803685356194679,1.0124873494378215,vader_valence,weighted_all
1972,97,0.8026421445589502,0.5710996333333602,1.0489573917382473,vader_valence,weighted_all
1973,79,0.6494708398270804,0.4085677210094919,0.8895321369985334,vader_valence,weighted_all
1974,70,1.0089876676608347,0.7530957652151788,1.2347707735872746,vader_valence,weighted_all
1975,74,0.8826411149354637,0.6319682824664753,1.1200264676283391,vader_valence,weighted_all
1976,61,0.6870156343873353,0.25165481936869144,1.1324247171028903,vader_valence,weighted_all
1977,80,0.8394666965617344,0.5957444087487396,1.092508543755917,vader_valence,weighted_all
1978,67,0.9229851620687741,0.6347642235984906,1.2109827830013837,vader_valence,weighted_all
1979,79,0.8562979949015984,0.544774500479438,1.1312897991934598,vader_valence,weighted_all
1980,65,0.8403291834570253,0.5489111406732494,1.1383967913486477,vader_valence,weighted_all
1981,62,0.8853391010901128,0.6281141912219397,1.1289237681786428,vader_valence,weighted_all
1982,68,0.8656298792814273,0.6097798446413703,1.1174148392274652,vader_valence,weighted_all
1983,65,0.5569920077088937,0.2934201470230329,0.8709869845693636,vader_valence,weighted_all
1984,72,0.6194033955423369,0.3785898642394739,0.8620653384154848,vader_valence,weighted_all
1985,72,0.5092156063553005,0.2474647808704166,0.7569393567929169,vader_valence,weighted_all
1986,51,0.729023569177485,0.3209736725723161,1.1045978887039862,vader_valence,weighted_all
1987,65,0.7380258802276902,0.44105907166102315,1.0055769608491707,vader_valence,weighted_all
1988,60,0.8145351622497902,0.47475069897238587,1.1155308283235428,vader_valence,weighted_all
1989,59,0.8337845068571287,0.5701594462157833,1.1300034826130985,vader_valence,weighted_all
1990,71,0.6557897623399396,0.39978687697791154,0.9402538055634606,vader_valence,weighted_all
1991,53,0.8518952738768046,0.5138003186596859,1.1880196699965255,vader_valence,weighted_all
1992,56,0.8829191079086486,0.6174293000032975,1.1373666899021353,vader_valence,weighted_all
1993,61,0.6673744737934547,0.45827664587847067,0.8845639614109048,vader_valence,weighted_all
1994,73,0.9107825243097016,0.6546851241620474,1.1510806581517443,vader_valence,weighted_all
1995,67,0.772574304514451,0.4503574565914318,1.0686731374802483,vader_valence,weighted_all
1996,61,0.6552280639408954,0.361461135251861,0.9305451191330613,vader_valence,weighted_all
1997,64,0.6857127722469873,0.4126027197444719,0.9624522359685148,vader_valence,weighted_all
1998,60,0.4186444854377649,0.053714093530412364,0.7321303659965256,vader_valence,weighted_all
1999,62,0.7708452393971849,0.5367274043869054,0.9958752968062674,vader_valence,weighted_all
2000,73,0.4886982859982601,0.21900772403993757,0.7292442322679497,vader_valence,weighted_all
2001,56,0.5182134028332217,0.2340934173126058,0.7520394871520203,vader_valence,weighted_all
2002,54,0.269907998763161,0.024396652640237087,0.5395371219749628,vader_valence,weighted_all
2003,64,0.462212317430468,0.16387928463050125,0.70702431876861,vader_valence,weighted_all
2004,54,0.47330525342334784,0.2553400559349368,0.6751496292007169,vader_valence,weighted_all
2005,68,0.4369880348886845,0.14265713396538127,0.7156982541926921,vader_valence,weighted_all
2006,68,0.31464046178913463,0.09547887108157395,0.5875867011472917,vader_valence,weighted_all
2007,68,0.7034564881844707,0.48287052351508997,0.9000712914404795,vader_valence,weighted_all
2008,86,0.5273783814091676,0.19566258586527271,0.8048967906945697,vader_valence,weighted_all
2009,87,0.4652888374881398,0.20783866574958965,0.7425438611234336,vader_valence,weighted_all
2010,91,0.6259984923363046,0.44439709520806875,0.7877209332053559,vader_valence,weighted_all
2011,105,0.41087079683912936,0.14311793137522402,0.6788720572482905,vader_valence,weighted_all
2012,77,0.3205442719099888,0.05194519324949133,0.5664249868852298,vader_valence,weighted_all
2013,94,0.41007792465955356,0.14610453912642818,0.6643019380806577,vader_valence,weighted_all
2014,81,0.5158180361892531,0.27007543382723154,0.7480370089048077,vader_valence,weighted_all
2015,98,0.5347581241829775,0.3263751645388689,0.7452681794740071,vader_valence,weighted_all
2016,92,0.10429311286487171,-0.12941719725487202,0.34779892660082773,vader_valence,weighted_all
2017,80,0.4906915127073096,0.00665199265927685,0.9512042788876639,vader_valence,weighted_all
2018,122,0.444850097545339,0.1752745477995673,0.6934712674373688,vader_valence,weighted_all
2019,109,0.18388229407799578,-0.0787530220341433,0.47262421448193503,vader_valence,weighted_all
2020,143,0.2526346430983271,-0.00461696361731853,0.5082732294220955,vader_valence,weighted_all
2021,125,0.16420843544900895,-0.10304369316277466,0.4293244411523999,vader_valence,weighted_all
2022,136,0.36987069374640597,0.1445603177209898,0.5608418240200432,vader_valence,weighted_all
2023,132,0.06710254215399673,-0.1359550730421007,0.2910678177109507,vader_valence,weighted_all
2024,131,0.28119743225248967,-0.01342098699341575,0.5391102624997733,vader_valence,weighted_all
2025,134,0.2644793257363054,0.056190528054167146,0.5083488812796584,vader_valence,weighted_all
2026,91,0.2733745108322605,-0.20124466882556438,0.72373066832897,vader_valence,weighted_all
1958,51,1.0487564120898683,0.7879053734023489,1.3092540733146476,vader_valence,unweighted_all
1959,59,0.8983353500529541,0.664519691478755,1.1122554903707411,vader_valence,unweighted_all
1960,91,0.9856863028287388,0.7814101993354955,1.1842931083999515,vader_valence,unweighted_all
1961,80,0.877110084863841,0.6814498252008951,1.0684188388553562,vader_valence,unweighted_all
1962,72,0.9711426421543435,0.7642115201853231,1.1652394949007348,vader_valence,unweighted_all
1963,87,0.9890678456288166,0.8000167723675602,1.193495535097421,vader_valence,unweighted_all
1964,115,0.9790764129233134,0.8109070232446121,1.1443667983020664,vader_valence,unweighted_all
1965,105,0.9657448456072928,0.7935110159369202,1.126279515630492,vader_valence,unweighted_all
1966,111,0.7256874589618961,0.5663775489344445,0.8866925833510384,vader_valence,unweighted_all
1967,99,0.6483789232134692,0.41981849036271895,0.8658304600560947,vader_valence,unweighted_all
1968,110,0.9384608885963414,0.804016151300707,1.0917092698796864,vader_valence,unweighted_all
1969,87,0.9362928830646665,0.7895995618010291,1.0708785911122518,vader_valence,unweighted_all
1970,103,0.9451535270307119,0.7868647364057854,1.1113950029105562,vader_valence,unweighted_all
1971,95,0.7261742587050221,0.5383829861690076,0.9073443863978466,vader_valence,unweighted_all
1972,97,0.8263531775271044,0.6489563897343826,1.0178211128482142,vader_valence,unweighted_all
1973,79,0.7483261637856706,0.551940832684267,0.9445455835209726,vader_valence,unweighted_all
1974,70,0.7417883106850053,0.5053877179416659,0.9575848860039995,vader_valence,unweighted_all
1975,74,0.7934303994757632,0.6075218601246771,0.9682295217338331,vader_valence,unweighted_all
1976,61,0.7926342442543226,0.5424139051787834,1.018159021206862,vader_valence,unweighted_all
1977,80,0.9106861153798567,0.7283640797491661,1.1102309274471567,vader_valence,unweighted_all
1978,67,0.9511881794243059,0.7215137168802025,1.1636236071802626,vader_valence,unweighted_all
1979,79,0.7254596640417046,0.5170361594827668,0.9286112875868481,vader_valence,unweighted_all
1980,65,0.7700652132322828,0.5496856044724308,0.9783101147848834,vader_valence,unweighted_all
1981,62,0.8311729528360905,0.5970501109144959,1.0495858380150955,vader_valence,unweighted_all
1982,68,0.843099703665497,0.6181734325724088,1.0531619038055497,vader_valence,unweighted_all
1983,65,0.558861428079528,0.33579926536079785,0.8089742029742724,vader_valence,unweighted_all
1984,72,0.6542389106587545,0.4694512543832052,0.8332727388781949,vader_valence,unweighted_all
1985,72,0.655345605087454,0.448679135809267,0.8665824886687814,vader_valence,unweighted_all
1986,51,0.7872432266697494,0.510552941876221,1.0400069557653246,vader_valence,unweighted_all
1987,65,0.6046182883543885,0.3861726760077743,0.8513155970297017,vader_valence,unweighted_all
1988,60,0.7923850692350439,0.5435324063507722,1.0071707390539926,vader_valence,unweighted_all
1989,59,0.8422108140618741,0.6354197858714405,1.0572567928345753,vader_valence,unweighted_all
1990,71,0.6277142256906498,0.43543140162337024,0.8116744454238678,vader_valence,unweighted_all
1991,53,0.7443338227703049,0.5280938230572987,0.9667937298474713,vader_valence,unweighted_all
1992,56,0.8393934283902619,0.6397323375897858,1.0403473460262258,vader_valence,unweighted_all
1993,61,0.6859363666206552,0.4741369955580338,0.8915698523661157,vader_valence,unweighted_all
1994,73,0.6612594080866605,0.4312911187787981,0.8664869901368119,vader_valence,unweighted_all
1995,67,0.6119406776735943,0.3487356583923648,0.8631511366249208,vader_valence,unweighted_all
1996,61,0.4262613396728942,0.20919691123008324,0.6465897757754695,vader_valence,unweighted_all
1997,64,0.7124459257704672,0.5160137154642286,0.8835406644591893,vader_valence,unweighted_all
1998,60,0.33381453055968513,0.10118842059332524,0.5526311064183795,vader_valence,unweighted_all
1999,62,0.650686411816263,0.4615663834688132,0.835745385070099,vader_valence,unweighted_all
2000,73,0.4137161130762579,0.22152686665330046,0.6074498621676488,vader_valence,unweighted_all
2001,56,0.3941944561500401,0.1768682345320556,0.5983782885805267,vader_valence,unweighted_all
2002,54,0.3303325616766805,0.08540366790305118,0.5694690881195824,vader_valence,unweighted_all
2003,64,0.346112838776341,0.14607064295631678,0.541927284350208,vader_valence,unweighted_all
2004,54,0.46228648895981234,0.27017135587813673,0.6429111279963658,vader_valence,unweighted_all
2005,68,0.526306334673845,0.3500744712909223,0.6968609959686229,vader_valence,unweighted_all
2006,68,0.4229266688655582,0.255714573214878,0.5904674074870997,vader_valence,unweighted_all
2007,68,0.5864993820936334,0.4259190511833969,0.7566180076115903,vader_valence,unweighted_all
2008,86,0.5871041754904437,0.4322152714350976,0.7530794257028297,vader_valence,unweighted_all
2009,87,0.4855188371313553,0.33464892633345006,0.6296140614707626,vader_valence,unweighted_all
2010,91,0.3562881839030415,0.19386463945231425,0.5122793145839322,vader_valence,unweighted_all
2011,105,0.4584993333318696,0.3023825637622996,0.6183520347525625,vader_valence,unweighted_all
2012,77,0.271324233008538,0.08625835680337333,0.4579280484889384,vader_valence,unweighted_all
2013,94,0.3582211393998627,0.20031050588864696,0.5238232909610638,vader_valence,unweighted_all
2014,81,0.44544906248859506,0.24005175272303436,0.635268864767186,vader_valence,unweighted_all
2015,98,0.45260906284350405,0.2961864834414081,0.6069433262181564,vader_valence,unweighted_all
2016,92,0.23749525882213715,0.10442265286802607,0.3762275177548589,vader_valence,unweighted_all
2017,80,0.16017024706646224,0.008265844232061365,0.3286050680097498,vader_valence,unweighted_all
2018,122,0.14140892543662073,0.012886923140491412,0.2846338321330977,vader_valence,unweighted_all
2019,109,0.030092050149748535,-0.11095293554393416,0.17512963752323119,vader_valence,unweighted_all
2020,143,0.07186196787465528,-0.05208541378967893,0.18486449565906538,vader_valence,unweighted_all
2021,125,0.07502542083311453,-0.05593903989651801,0.20794666616396187,vader_valence,unweighted_all
2022,136,0.033127838879837605,-0.09296859583373851,0.1698103008814154,vader_valence,unweighted_all
2023,132,-0.017234477235054443,-0.1486860179328425,0.11740276509861655,vader_valence,unweighted_all
2024,131,-0.053400947265580964,-0.18026287572330316,0.06217131342104055,vader_valence,unweighted_all
2025,134,0.24081855898015075,0.11444240329473275,0.3699932187714372,vader_valence,unweighted_all
2026,91,0.26086517934573644,0.06422272257565488,0.44374999837452994,vader_valence,unweighted_all
1958,51,1.295692242223454,0.9921617474623051,1.6242444638326434,vader_valence,weighted_complete_case
1959,32,1.0765977721621725,0.7626325297303146,1.372916675603961,vader_valence,weighted_complete_case
1960,58,0.9914576657237268,0.7457978448375447,1.2378676343159556,vader_valence,weighted_complete_case
1961,38,0.6937822311520343,0.2976039683247503,1.0314207546849925,vader_valence,weighted_complete_case
1962,37,0.7803795765537279,0.45965600666650896,1.0665902063054014,vader_valence,weighted_complete_case
1963,47,1.0310506712282517,0.7578986422713105,1.3229184243954373,vader_valence,weighted_complete_case
